"id","time_idx","time_h","concentration","solver"
"KbAD_x0.5",3,2.53559322033898,149.755598809537,"nlmixr2/rxode2"
"KbAD_x0.5",4,3.34745762711864,110.215205010497,"nlmixr2/rxode2"
"KbAD_x0.5",5,4.1593220338983,84.6143835679494,"nlmixr2/rxode2"
"KbAD_x0.5",6,4.97118644067797,67.2310274342826,"nlmixr2/rxode2"
"KbAD_x0.5",7,5.78305084745763,54.8479805832442,"nlmixr2/rxode2"
"KbAD_x0.5",8,6.59491525423729,45.6162161201441,"nlmixr2/rxode2"
"KbAD_x0.5",9,7.40677966101695,38.4549272615117,"nlmixr2/rxode2"
"KbAD_x0.5",10,8.21864406779661,32.7186716351335,"nlmixr2/rxode2"
"KbAD_x0.5",11,9.03050847457627,28.0108350287797,"nlmixr2/rxode2"
"KbAD_x0.5",12,9.84237288135593,24.0787106056401,"nlmixr2/rxode2"
"KbAD_x0.5",13,10.6542372881356,20.7541775911287,"nlmixr2/rxode2"
"KbAD_x0.5",14,11.4661016949153,17.9199847204294,"nlmixr2/rxode2"
"KbAD_x0.5",15,12.2779661016949,15.4904176395154,"nlmixr2/rxode2"
"KbAD_x0.5",16,13.0898305084746,13.4001204825026,"nlmixr2/rxode2"
"KbAD_x0.5",17,13.9016949152542,11.5974125195028,"nlmixr2/rxode2"
"KbAD_x0.5",18,14.7135593220339,10.0403149384125,"nlmixr2/rxode2"
"KbAD_x0.5",19,15.5254237288136,8.69401555065162,"nlmixr2/rxode2"
"KbAD_x0.5",20,16.3372881355932,7.52920680397272,"nlmixr2/rxode2"
"KbAD_x0.5",21,17.1491525423729,6.52099332565109,"nlmixr2/rxode2"
"KbAD_x0.5",22,17.9610169491525,5.64809222162655,"nlmixr2/rxode2"
"KbAD_x0.5",23,18.7728813559322,4.892211191201,"nlmixr2/rxode2"
"KbAD_x0.5",24,19.5847457627119,4.23758228401558,"nlmixr2/rxode2"
"KbAD_x0.5",25,20.3966101694915,3.67060043999027,"nlmixr2/rxode2"
"KbAD_x0.5",26,21.2084745762712,3.17950972777329,"nlmixr2/rxode2"
"KbAD_x0.5",27,22.0203389830508,2.75414075820414,"nlmixr2/rxode2"
"KbAD_x0.5",28,22.8322033898305,2.38569068803807,"nlmixr2/rxode2"
"KbAD_x0.5",29,23.6440677966102,2.06653714373754,"nlmixr2/rxode2"
"KbAD_x0.5",30,24.4559322033898,1.79008153920976,"nlmixr2/rxode2"
"KbAD_x0.5",31,25.2677966101695,1.55061086571612,"nlmixr2/rxode2"
"KbAD_x0.5",32,26.0796610169492,1.34317701535293,"nlmixr2/rxode2"
"KbAD_x0.5",33,26.8915254237288,1.16349349601888,"nlmixr2/rxode2"
"KbAD_x0.5",34,27.7033898305085,1.00784734790419,"nlmixr2/rxode2"
"KbAD_x0.5",35,28.5152542372881,0.873022631581174,"nlmixr2/rxode2"
